LineID,Subsystem,Sensor,Value
11785,Subsystem B,Sensor H,4.958
11786,Subsystem B,Sensor F,13.874
11787,Subsystem D,Sensor M,-2.310
11788,Subsystem C,Sensor K,7.777
11789,Subsystem B,Sensor F,14.663
11790,Subsystem A,Sensor D,3.008
11791,Subsystem B,Sensor G,13.050
11792,Subsystem B,Sensor G,14.728
11793,Subsystem D,Sensor N,-1.448
11794,Subsystem C,Sensor K,5.658
11795,Subsystem C,Sensor L,7.766
11796,Subsystem A,Sensor C,3.921
11797,Subsystem A,Sensor D,3.423
11798,Subsystem C,Sensor K,7.380
11799,Subsystem D,Sensor N,-0.592
11800,Subsystem D,Sensor O,-1.287
11801,Subsystem C,Sensor J,1.418
11802,Subsystem B,Sensor F,14.228
11803,Subsystem B,Sensor G,12.321
11804,Subsystem D,Sensor O,-1.652
11805,Subsystem B,Sensor F,12.998
11806,Subsystem C,Sensor K,3.630
11807,Subsystem C,Sensor I,8.277
11808,Subsystem B,Sensor E,9.280
11809,Subsystem A,Sensor C,4.041
11810,Subsystem D,Sensor P,-0.911
11811,Subsystem B,Sensor E,9.922
11812,Subsystem D,Sensor O,-1.597
11813,Subsystem A,Sensor D,3.039
11814,Subsystem A,Sensor C,6.755
11815,Subsystem D,Sensor O,-2.177
11816,Subsystem D,Sensor O,-2.754
11817,Subsystem D,Sensor M,-1.688
11818,Subsystem A,Sensor D,3.516
11819,Subsystem B,Sensor E,8.954
11820,Subsystem A,Sensor A,9.584
11821,Subsystem A,Sensor A,9.881
11822,Subsystem C,Sensor J,2.522
11823,Subsystem C,Sensor L,8.812
11824,Subsystem A,Sensor D,2.363
11825,Subsystem A,Sensor D,2.437
11826,Subsystem C,Sensor L,10.872
11827,Subsystem A,Sensor D,2.461
11828,Subsystem D,Sensor P,0.000
11829,Subsystem A,Sensor C,4.308
11830,Subsystem B,Sensor H,3.013
11831,Subsystem D,Sensor M,-1.984
11832,Subsystem C,Sensor J,1.404
11833,Subsystem B,Sensor F,10.605
11834,Subsystem D,Sensor N,-1.083
11835,Subsystem A,Sensor C,4.597
11836,Subsystem D,Sensor O,-0.733
11837,Subsystem A,Sensor C,3.695
11838,Subsystem D,Sensor P,-0.085
11839,Subsystem D,Sensor P,-1.427
11840,Subsystem B,Sensor E,10.067
11841,Subsystem C,Sensor I,7.760
11842,Subsystem C,Sensor I,11.526
11843,Subsystem A,Sensor A,7.281
11844,Subsystem B,Sensor F,14.549
11845,Subsystem C,Sensor K,5.442
11846,Subsystem D,Sensor N,-1.440
11847,Subsystem B,Sensor F,14.624
11848,Subsystem C,Sensor J,2.170
11849,Subsystem B,Sensor E,10.987
11850,Subsystem A,Sensor A,8.947
11851,Subsystem A,Sensor B,1.145
11852,Subsystem B,Sensor F,11.116
11853,Subsystem B,Sensor F,14.914
11854,Subsystem D,Sensor P,0.000
11855,Subsystem B,Sensor E,10.676
11856,Subsystem D,Sensor N,-1.343
11857,Subsystem D,Sensor M,-2.712
11858,Subsystem C,Sensor J,1.527
11859,Subsystem A,Sensor D,3.503
11860,Subsystem D,Sensor P,-0.412
11861,Subsystem B,Sensor H,5.587
11862,Subsystem A,Sensor B,2.660
11863,Subsystem C,Sensor I,12.024
11864,Subsystem A,Sensor D,3.273
11865,Subsystem B,Sensor F,11.631
11866,Subsystem D,Sensor M,-2.357
11867,Subsystem B,Sensor G,13.621
11868,Subsystem A,Sensor C,7.043
11869,Subsystem A,Sensor C,5.478
11870,Subsystem B,Sensor H,3.979
11871,Subsystem D,Sensor P,-0.072
11872,Subsystem C,Sensor L,8.935
11873,Subsystem C,Sensor J,1.077
11874,Subsystem B,Sensor F,11.406
11875,Subsystem B,Sensor E,10.587
11876,Subsystem D,Sensor M,-2.095
11877,Subsystem C,Sensor L,9.284
11878,Subsystem B,Sensor F,13.980
11879,Subsystem D,Sensor P,-2.309
11880,Subsystem D,Sensor M,-2.074
11881,Subsystem D,Sensor O,-2.036
11882,Subsystem C,Sensor J,1.165
11883,Subsystem C,Sensor I,7.601
11884,Subsystem A,Sensor B,2.269
11885,Subsystem D,Sensor P,-0.295
11886,Subsystem B,Sensor E,12.149
11887,Subsystem C,Sensor K,7.277
11888,Subsystem D,Sensor O,-0.985
11889,Subsystem D,Sensor P,-1.028
11890,Subsystem B,Sensor F,13.177
11891,Subsystem B,Sensor G,12.339
11892,Subsystem D,Sensor M,-2.378
11893,Subsystem A,Sensor A,7.615
11894,Subsystem C,Sensor L,9.712
11895,Subsystem C,Sensor L,9.459
11896,Subsystem C,Sensor K,7.648
11897,Subsystem C,Sensor J,1.493
11898,Subsystem C,Sensor J,1.684
11899,Subsystem A,Sensor D,3.454
11900,Subsystem A,Sensor A,5.901
11901,Subsystem A,Sensor D,1.473
11902,Subsystem A,Sensor D,2.968
11903,Subsystem A,Sensor A,7.206
11904,Subsystem C,Sensor L,7.596
11905,Subsystem C,Sensor I,12.404
11906,Subsystem C,Sensor K,5.449
11907,Subsystem D,Sensor O,-2.515
11908,Subsystem D,Sensor N,-2.578
11909,Subsystem C,Sensor K,6.017
11910,Subsystem C,Sensor K,7.566
11911,Subsystem B,Sensor G,13.694
11912,Subsystem A,Sensor C,5.851
11913,Subsystem C,Sensor K,4.573
11914,Subsystem D,Sensor M,-2.580
11915,Subsystem C,Sensor J,1.997
11916,Subsystem C,Sensor J,1.716
11917,Subsystem D,Sensor P,-0.283
11918,Subsystem C,Sensor K,4.581
11919,Subsystem A,Sensor D,1.697
11920,Subsystem D,Sensor M,-2.211
11921,Subsystem A,Sensor A,9.444
11922,Subsystem B,Sensor E,9.743
11923,Subsystem A,Sensor B,1.000
11924,Subsystem A,Sensor D,3.410
11925,Subsystem D,Sensor M,-1.829
11926,Subsystem A,Sensor D,1.056
11927,Subsystem A,Sensor A,7.382
11928,Subsystem A,Sensor B,1.284
11929,Subsystem D,Sensor N,-0.726
11930,Subsystem D,Sensor N,-1.797
11931,Subsystem B,Sensor F,14.241
11932,Subsystem A,Sensor C,6.865
11933,Subsystem D,Sensor M,-2.183
11934,Subsystem B,Sensor G,11.841
11935,Subsystem D,Sensor O,-0.938
11936,Subsystem A,Sensor D,1.301
11937,Subsystem B,Sensor G,13.933
11938,Subsystem C,Sensor K,7.792
11939,Subsystem B,Sensor H,3.231
11940,Subsystem C,Sensor J,1.000
11941,Subsystem A,Sensor A,9.034
11942,Subsystem A,Sensor B,1.128
11943,Subsystem D,Sensor P,0.000
11944,Subsystem D,Sensor O,-2.565
11945,Subsystem A,Sensor D,2.405
11946,Subsystem A,Sensor B,1.477
11947,Subsystem A,Sensor C,6.328
11948,Subsystem A,Sensor D,3.287
11949,Subsystem D,Sensor P,-0.754
11950,Subsystem A,Sensor D,1.910
11951,Subsystem B,Sensor G,13.439
11952,Subsystem B,Sensor G,14.188
11953,Subsystem C,Sensor I,8.113
11954,Subsystem B,Sensor E,9.750
11955,Subsystem B,Sensor H,6.369
11956,Subsystem D,Sensor N,-1.180
11957,Subsystem B,Sensor F,14.774
11958,Subsystem B,Sensor F,10.374
11959,Subsystem A,Sensor B,1.087
11960,Subsystem D,Sensor N,-1.174
11961,Subsystem B,Sensor G,14.844
11962,Subsystem D,Sensor P,-1.565
11963,Subsystem B,Sensor E,11.421
11964,Subsystem D,Sensor M,-2.124
11965,Subsystem B,Sensor H,5.823
11966,Subsystem C,Sensor J,1.966
11967,Subsystem B,Sensor G,13.983
11968,Subsystem B,Sensor H,4.988
11969,Subsystem D,Sensor M,-1.684
11970,Subsystem A,Sensor B,1.221
11971,Subsystem A,Sensor D,2.884
11972,Subsystem B,Sensor F,14.885
11973,Subsystem D,Sensor M,-2.268
11974,Subsystem A,Sensor B,1.048
11975,Subsystem A,Sensor D,2.981
11976,Subsystem A,Sensor A,8.217
11977,Subsystem C,Sensor J,1.208
11978,Subsystem D,Sensor O,-1.036
11979,Subsystem A,Sensor C,5.542
11980,Subsystem D,Sensor O,-2.507
11981,Subsystem D,Sensor O,-2.336
11982,Subsystem C,Sensor J,2.627
11983,Subsystem A,Sensor B,1.961
11984,Subsystem B,Sensor E,10.989
11985,Subsystem A,Sensor A,5.793
11986,Subsystem B,Sensor G,13.529
11987,Subsystem B,Sensor G,13.931
11988,Subsystem A,Sensor D,3.225
11989,Subsystem A,Sensor C,5.931
11990,Subsystem A,Sensor C,3.877
11991,Subsystem B,Sensor H,5.009
11992,Subsystem C,Sensor J,1.550
11993,Subsystem A,Sensor D,1.770
11994,Subsystem A,Sensor C,7.629
11995,Subsystem C,Sensor L,8.650
11996,Subsystem A,Sensor D,2.447
11997,Subsystem C,Sensor I,8.306
11998,Subsystem B,Sensor E,9.353
11999,Subsystem B,Sensor G,14.919
12000,Subsystem B,Sensor E,10.127
12001,Subsystem C,Sensor L,8.996
12002,Subsystem C,Sensor K,5.120
12003,Subsystem C,Sensor K,7.024
12004,Subsystem C,Sensor J,1.300
12005,Subsystem D,Sensor N,-1.039
12006,Subsystem C,Sensor I,8.180
12007,Subsystem D,Sensor N,-1.763
12008,Subsystem C,Sensor J,2.272
12009,Subsystem D,Sensor O,-2.632
12010,Subsystem A,Sensor C,4.667
12011,Subsystem C,Sensor K,7.604
12012,Subsystem C,Sensor K,7.265
12013,Subsystem C,Sensor K,5.261
12014,Subsystem C,Sensor K,7.763
12015,Subsystem B,Sensor E,9.651
12016,Subsystem D,Sensor O,-0.949
12017,Subsystem C,Sensor I,12.423
12018,Subsystem B,Sensor E,11.923
12019,Subsystem B,Sensor F,13.656
12020,Subsystem D,Sensor O,-2.000
12021,Subsystem B,Sensor F,11.580
12022,Subsystem C,Sensor K,4.724
12023,Subsystem C,Sensor L,10.288
12024,Subsystem B,Sensor F,14.638
12025,Subsystem B,Sensor F,13.688
12026,Subsystem C,Sensor I,10.161
12027,Subsystem C,Sensor K,6.593
12028,Subsystem C,Sensor J,1.268
12029,Subsystem D,Sensor M,-2.605
12030,Subsystem D,Sensor N,-1.171
12031,Subsystem C,Sensor I,11.317
12032,Subsystem B,Sensor E,10.848
12033,Subsystem A,Sensor C,7.597
12034,Subsystem D,Sensor O,-0.907
12035,Subsystem A,Sensor A,4.853
12036,Subsystem B,Sensor G,14.608
12037,Subsystem D,Sensor N,-1.728
12038,Subsystem D,Sensor P,-0.743
12039,Subsystem D,Sensor N,-1.033
12040,Subsystem D,Sensor N,-0.821
12041,Subsystem D,Sensor N,-0.792
12042,Subsystem D,Sensor M,-2.833
12043,Subsystem A,Sensor A,10.103
12044,Subsystem B,Sensor E,9.018
12045,Subsystem B,Sensor G,13.732
12046,Subsystem B,Sensor F,11.280
12047,Subsystem B,Sensor F,10.978
12048,Subsystem D,Sensor P,-0.324
12049,Subsystem A,Sensor C,7.204
12050,Subsystem B,Sensor H,3.851
12051,Subsystem A,Sensor D,1.070
12052,Subsystem B,Sensor E,11.264
12053,Subsystem C,Sensor J,1.520
12054,Subsystem D,Sensor M,-1.744
12055,Subsystem C,Sensor L,9.133
12056,Subsystem B,Sensor H,6.720
12057,Subsystem B,Sensor H,6.236
12058,Subsystem B,Sensor F,10.432
12059,Subsystem C,Sensor K,5.760
12060,Subsystem B,Sensor G,13.860
12061,Subsystem D,Sensor P,-1.112
12062,Subsystem B,Sensor E,12.541
12063,Subsystem B,Sensor E,9.702
12064,Subsystem C,Sensor J,1.679
12065,Subsystem D,Sensor N,-2.744
12066,Subsystem B,Sensor G,13.878
12067,Subsystem D,Sensor O,-0.862
12068,Subsystem B,Sensor F,14.526
12069,Subsystem D,Sensor O,-2.292
12070,Subsystem D,Sensor P,-1.919
12071,Subsystem D,Sensor O,-2.490
12072,Subsystem C,Sensor J,1.278
12073,Subsystem D,Sensor N,-1.574
12074,Subsystem B,Sensor G,12.436
12075,Subsystem C,Sensor I,7.981
12076,Subsystem D,Sensor P,-0.034
12077,Subsystem C,Sensor K,7.415
12078,Subsystem C,Sensor I,8.096
12079,Subsystem A,Sensor C,7.600
12080,Subsystem A,Sensor D,2.961
12081,Subsystem C,Sensor L,8.131
12082,Subsystem B,Sensor E,11.890
12083,Subsystem D,Sensor N,-0.975
12084,Subsystem D,Sensor P,-0.961
12085,Subsystem D,Sensor P,0.000
12086,Subsystem A,Sensor C,8.019
12087,Subsystem C,Sensor K,5.101
12088,Subsystem C,Sensor I,7.762
12089,Subsystem D,Sensor P,0.000
12090,Subsystem C,Sensor J,2.457
12091,Subsystem C,Sensor L,9.085
12092,Subsystem A,Sensor D,1.838
12093,Subsystem D,Sensor M,-2.793
12094,Subsystem B,Sensor G,13.611
12095,Subsystem C,Sensor J,2.093
12096,Subsystem D,Sensor P,-1.683
12097,Subsystem A,Sensor D,3.081
12098,Subsystem B,Sensor F,11.153
12099,Subsystem D,Sensor M,-3.000
12100,Subsystem A,Sensor C,7.681
12101,Subsystem B,Sensor H,3.013
12102,Subsystem C,Sensor L,9.069
12103,Subsystem C,Sensor L,9.741
12104,Subsystem C,Sensor J,2.041
12105,Subsystem D,Sensor O,-2.050
12106,Subsystem B,Sensor E,12.288
12107,Subsystem B,Sensor G,12.890
12108,Subsystem B,Sensor E,12.508
12109,Subsystem A,Sensor D,2.249
12110,Subsystem C,Sensor L,10.543
12111,Subsystem A,Sensor B,1.657
12112,Subsystem D,Sensor P,0.000
12113,Subsystem C,Sensor I,7.588
12114,Subsystem A,Sensor C,5.882
12115,Subsystem C,Sensor K,5.276
12116,Subsystem B,Sensor E,10.409
12117,Subsystem B,Sensor G,14.063
12118,Subsystem D,Sensor M,-1.995
12119,Subsystem B,Sensor H,3.973
12120,Subsystem A,Sensor A,9.821
12121,Subsystem B,Sensor F,14.624
12122,Subsystem A,Sensor D,2.993
12123,Subsystem C,Sensor L,10.756
12124,Subsystem A,Sensor D,2.384
12125,Subsystem A,Sensor A,8.928
12126,Subsystem D,Sensor P,0.000
12127,Subsystem C,Sensor I,8.486
12128,Subsystem A,Sensor C,5.465
12129,Subsystem C,Sensor K,7.031
12130,Subsystem D,Sensor M,-1.669
12131,Subsystem B,Sensor F,10.518
12132,Subsystem D,Sensor O,-0.894
12133,Subsystem D,Sensor O,-1.950
12134,Subsystem D,Sensor N,-0.639
12135,Subsystem D,Sensor P,-0.985
12136,Subsystem D,Sensor N,-2.026
12137,Subsystem A,Sensor D,1.569
12138,Subsystem A,Sensor A,4.806
12139,Subsystem A,Sensor C,4.488
12140,Subsystem B,Sensor F,15.000
12141,Subsystem A,Sensor A,9.027
12142,Subsystem A,Sensor C,7.358
12143,Subsystem D,Sensor O,-2.033
12144,Subsystem D,Sensor P,-0.743
12145,Subsystem B,Sensor F,11.055
12146,Subsystem D,Sensor P,-1.392
12147,Subsystem D,Sensor P,-1.041
12148,Subsystem A,Sensor C,7.091
12149,Subsystem D,Sensor O,-2.439
12150,Subsystem A,Sensor A,9.456
12151,Subsystem A,Sensor C,5.424
12152,Subsystem D,Sensor P,-0.642
12153,Subsystem C,Sensor J,1.184
12154,Subsystem B,Sensor H,3.292
12155,Subsystem A,Sensor B,1.438
12156,Subsystem A,Sensor B,1.000
12157,Subsystem C,Sensor I,7.811
12158,Subsystem B,Sensor H,3.186
12159,Subsystem B,Sensor F,15.000
12160,Subsystem D,Sensor P,-0.218
12161,Subsystem B,Sensor E,9.992
12162,Subsystem C,Sensor K,5.095
12163,Subsystem C,Sensor K,5.198
12164,Subsystem C,Sensor I,7.908
12165,Subsystem D,Sensor P,-0.346
12166,Subsystem D,Sensor N,-2.867
12167,Subsystem B,Sensor F,14.705
12168,Subsystem C,Sensor K,6.074
12169,Subsystem C,Sensor K,5.022
12170,Subsystem A,Sensor C,3.039
12171,Subsystem A,Sensor B,1.066
12172,Subsystem C,Sensor I,7.532
12173,Subsystem B,Sensor F,11.199
12174,Subsystem A,Sensor D,1.816
12175,Subsystem C,Sensor L,7.536
12176,Subsystem B,Sensor G,13.041
12177,Subsystem D,Sensor M,-2.719
12178,Subsystem B,Sensor G,14.287
12179,Subsystem D,Sensor O,-1.517
12180,Subsystem D,Sensor N,-2.808
12181,Subsystem C,Sensor J,2.675
12182,Subsystem B,Sensor G,13.839
12183,Subsystem A,Sensor D,2.859
12184,Subsystem D,Sensor O,-2.102
12185,Subsystem C,Sensor I,12.334
12186,Subsystem B,Sensor F,11.928
12187,Subsystem A,Sensor C,7.926
12188,Subsystem D,Sensor P,-1.063
12189,Subsystem A,Sensor C,5.940
12190,Subsystem A,Sensor A,9.519
12191,Subsystem D,Sensor M,-1.912
12192,Subsystem D,Sensor N,-1.418
12193,Subsystem D,Sensor M,-1.947
12194,Subsystem B,Sensor F,13.017
12195,Subsystem D,Sensor P,-0.138
12196,Subsystem D,Sensor M,-2.451
12197,Subsystem A,Sensor B,1.067
12198,Subsystem C,Sensor K,7.498
12199,Subsystem C,Sensor L,8.484
12200,Subsystem B,Sensor F,12.025
12201,Subsystem A,Sensor A,9.194
12202,Subsystem C,Sensor J,1.521
12203,Subsystem D,Sensor M,-2.836
12204,Subsystem B,Sensor E,11.116
12205,Subsystem B,Sensor H,3.303
12206,Subsystem C,Sensor J,1.328
12207,Subsystem D,Sensor O,-1.543
12208,Subsystem A,Sensor D,3.201
12209,Subsystem C,Sensor K,4.872
12210,Subsystem A,Sensor A,7.004
12211,Subsystem D,Sensor P,-1.012
12212,Subsystem C,Sensor I,9.415
12213,Subsystem D,Sensor O,-1.211
12214,Subsystem A,Sensor A,9.193
12215,Subsystem B,Sensor G,14.729
12216,Subsystem B,Sensor G,13.880
12217,Subsystem A,Sensor B,1.165
12218,Subsystem D,Sensor M,-2.236
12219,Subsystem B,Sensor F,10.929
12220,Subsystem C,Sensor J,1.068
12221,Subsystem B,Sensor H,4.118
12222,Subsystem B,Sensor E,9.250
12223,Subsystem A,Sensor C,7.252
12224,Subsystem B,Sensor E,9.865
12225,Subsystem B,Sensor E,11.150
12226,Subsystem B,Sensor E,10.610
12227,Subsystem A,Sensor A,9.177
12228,Subsystem D,Sensor M,-2.202
12229,Subsystem B,Sensor F,13.847
12230,Subsystem C,Sensor K,4.959
12231,Subsystem C,Sensor K,3.955
12232,Subsystem B,Sensor E,10.607
12233,Subsystem C,Sensor K,5.858
12234,Subsystem A,Sensor A,8.695
12235,Subsystem C,Sensor K,5.042
12236,Subsystem D,Sensor P,0.000
12237,Subsystem A,Sensor A,10.059
12238,Subsystem D,Sensor N,-1.278
12239,Subsystem C,Sensor L,9.987
12240,Subsystem A,Sensor D,2.188
12241,Subsystem B,Sensor H,3.150
12242,Subsystem C,Sensor J,1.399
12243,Subsystem C,Sensor L,8.243
12244,Subsystem D,Sensor P,-1.221
12245,Subsystem A,Sensor D,2.317
12246,Subsystem C,Sensor I,7.622
12247,Subsystem C,Sensor J,1.845
12248,Subsystem D,Sensor M,-2.823
12249,Subsystem B,Sensor H,5.627
12250,Subsystem B,Sensor H,6.457
12251,Subsystem D,Sensor M,-2.401
12252,Subsystem B,Sensor E,11.779
12253,Subsystem C,Sensor I,7.811
12254,Subsystem C,Sensor J,1.308
12255,Subsystem C,Sensor I,9.493
12256,Subsystem C,Sensor J,1.791
12257,Subsystem D,Sensor P,-0.731
12258,Subsystem D,Sensor P,-0.187
12259,Subsystem A,Sensor D,1.887
12260,Subsystem D,Sensor P,-1.008
12261,Subsystem D,Sensor O,-1.905
12262,Subsystem D,Sensor N,-2.107
12263,Subsystem C,Sensor J,2.063
12264,Subsystem A,Sensor A,7.763
12265,Subsystem A,Sensor B,1.872
12266,Subsystem D,Sensor M,-2.701
12267,Subsystem A,Sensor A,7.395
12268,Subsystem B,Sensor G,14.342
12269,Subsystem C,Sensor I,11.206
12270,Subsystem B,Sensor E,8.868
12271,Subsystem A,Sensor C,7.291
12272,Subsystem A,Sensor A,7.853
12273,Subsystem A,Sensor B,1.218
12274,Subsystem B,Sensor H,4.142
12275,Subsystem C,Sensor K,7.390
12276,Subsystem B,Sensor E,11.666
12277,Subsystem D,Sensor O,-1.939
12278,Subsystem B,Sensor G,15.000
12279,Subsystem D,Sensor M,-2.068
12280,Subsystem C,Sensor I,9.226
12281,Subsystem C,Sensor I,8.725
12282,Subsystem C,Sensor L,10.094
12283,Subsystem B,Sensor F,14.827
12284,Subsystem D,Sensor O,-1.989
12285,Subsystem D,Sensor O,-2.896
12286,Subsystem D,Sensor P,-0.966
12287,Subsystem A,Sensor C,7.738
12288,Subsystem B,Sensor F,14.730
12289,Subsystem B,Sensor F,13.038
12290,Subsystem C,Sensor L,8.154
12291,Subsystem C,Sensor I,9.184
12292,Subsystem D,Sensor M,-2.717
12293,Subsystem C,Sensor K,5.067
12294,Subsystem D,Sensor M,-2.790
12295,Subsystem D,Sensor N,-0.678
12296,Subsystem B,Sensor G,12.782
12297,Subsystem A,Sensor A,7.342
12298,Subsystem A,Sensor D,1.584
12299,Subsystem B,Sensor H,4.067
12300,Subsystem D,Sensor M,-2.763
12301,Subsystem A,Sensor C,7.394
12302,Subsystem D,Sensor O,-2.036
12303,Subsystem A,Sensor B,1.285
12304,Subsystem A,Sensor C,8.422
12305,Subsystem C,Sensor L,9.414
12306,Subsystem D,Sensor N,-2.397
12307,Subsystem B,Sensor F,10.593
12308,Subsystem C,Sensor I,9.427
12309,Subsystem B,Sensor F,13.800
12310,Subsystem A,Sensor C,5.629
12311,Subsystem B,Sensor F,14.957
12312,Subsystem A,Sensor B,1.476
12313,Subsystem A,Sensor B,1.061
12314,Subsystem C,Sensor I,8.862
12315,Subsystem B,Sensor E,11.179
12316,Subsystem C,Sensor J,2.259
12317,Subsystem A,Sensor A,8.921
12318,Subsystem C,Sensor J,2.508
12319,Subsystem A,Sensor A,9.886
12320,Subsystem C,Sensor I,11.352
12321,Subsystem D,Sensor M,-2.681
12322,Subsystem D,Sensor P,-1.662
12323,Subsystem B,Sensor G,13.020
12324,Subsystem D,Sensor M,-2.618
12325,Subsystem B,Sensor G,15.000
12326,Subsystem A,Sensor C,5.847
12327,Subsystem D,Sensor N,0.000
12328,Subsystem B,Sensor H,6.125
12329,Subsystem C,Sensor L,8.611
12330,Subsystem A,Sensor C,5.728
12331,Subsystem D,Sensor N,-1.683
12332,Subsystem D,Sensor O,-1.944
12333,Subsystem B,Sensor F,11.916
12334,Subsystem B,Sensor G,14.433
12335,Subsystem A,Sensor D,1.573
12336,Subsystem A,Sensor A,7.409
12337,Subsystem A,Sensor C,3.889
12338,Subsystem D,Sensor O,-2.588
12339,Subsystem D,Sensor O,-0.684
12340,Subsystem A,Sensor D,2.590
12341,Subsystem D,Sensor N,-0.214
12342,Subsystem C,Sensor J,2.044
12343,Subsystem C,Sensor J,1.822
12344,Subsystem D,Sensor N,-2.242
12345,Subsystem D,Sensor O,-1.155
12346,Subsystem D,Sensor N,-1.365
12347,Subsystem A,Sensor C,4.464
12348,Subsystem B,Sensor G,13.488
12349,Subsystem B,Sensor F,13.595
12350,Subsystem A,Sensor A,4.749
12351,Subsystem A,Sensor D,3.455
12352,Subsystem C,Sensor I,7.040
12353,Subsystem D,Sensor P,-1.218
12354,Subsystem A,Sensor C,7.771
12355,Subsystem D,Sensor M,-2.964
12356,Subsystem C,Sensor J,2.169
12357,Subsystem C,Sensor J,1.173
12358,Subsystem C,Sensor I,11.815
12359,Subsystem D,Sensor M,-2.007
12360,Subsystem C,Sensor I,10.814
12361,Subsystem C,Sensor I,7.996
12362,Subsystem A,Sensor D,2.123
12363,Subsystem C,Sensor K,6.835
12364,Subsystem B,Sensor E,10.774
12365,Subsystem D,Sensor O,-2.178
12366,Subsystem A,Sensor A,8.189
12367,Subsystem D,Sensor M,-2.029
12368,Subsystem D,Sensor N,-1.016
12369,Subsystem C,Sensor K,5.754
12370,Subsystem B,Sensor H,6.040
12371,Subsystem A,Sensor A,8.889
12372,Subsystem D,Sensor N,-1.167
12373,Subsystem B,Sensor G,14.063
12374,Subsystem A,Sensor D,1.632
12375,Subsystem D,Sensor P,-0.505
12376,Subsystem C,Sensor L,9.087
12377,Subsystem A,Sensor A,7.697
12378,Subsystem B,Sensor F,13.410
12379,Subsystem A,Sensor A,6.444
12380,Subsystem B,Sensor E,8.971
12381,Subsystem C,Sensor K,7.705
12382,Subsystem C,Sensor L,9.578
12383,Subsystem A,Sensor B,1.416
12384,Subsystem C,Sensor I,7.388
12385,Subsystem A,Sensor D,3.505
12386,Subsystem A,Sensor A,10.188
12387,Subsystem A,Sensor D,2.486
12388,Subsystem D,Sensor M,-2.242
12389,Subsystem C,Sensor K,5.401
12390,Subsystem C,Sensor I,12.256
12391,Subsystem D,Sensor N,0.000
12392,Subsystem C,Sensor I,8.927
12393,Subsystem B,Sensor E,12.642
12394,Subsystem B,Sensor H,3.551
12395,Subsystem A,Sensor D,3.344
12396,Subsystem C,Sensor L,8.250
12397,Subsystem B,Sensor E,11.230
12398,Subsystem B,Sensor G,12.520
12399,Subsystem C,Sensor K,6.545
12400,Subsystem C,Sensor J,1.232
12401,Subsystem B,Sensor G,13.061
12402,Subsystem C,Sensor K,6.159
12403,Subsystem B,Sensor G,12.371
12404,Subsystem A,Sensor B,1.156
12405,Subsystem A,Sensor C,7.339
12406,Subsystem D,Sensor M,-2.067
12407,Subsystem B,Sensor E,10.986
12408,Subsystem C,Sensor J,1.633
12409,Subsystem D,Sensor O,-0.724
12410,Subsystem B,Sensor H,5.788
12411,Subsystem D,Sensor N,-1.951
12412,Subsystem D,Sensor O,-1.355
12413,Subsystem C,Sensor J,1.677
12414,Subsystem A,Sensor C,6.979
12415,Subsystem D,Sensor N,-0.398
12416,Subsystem C,Sensor J,1.102
12417,Subsystem C,Sensor L,8.735
12418,Subsystem C,Sensor J,2.786
12419,Subsystem D,Sensor N,-2.033
12420,Subsystem A,Sensor D,3.467
12421,Subsystem D,Sensor P,-1.348
12422,Subsystem C,Sensor I,11.775
12423,Subsystem A,Sensor A,9.755
12424,Subsystem A,Sensor D,2.177
12425,Subsystem D,Sensor M,-2.797
12426,Subsystem C,Sensor I,7.864
12427,Subsystem A,Sensor C,7.464
12428,Subsystem A,Sensor D,1.776
12429,Subsystem D,Sensor O,-1.000
12430,Subsystem A,Sensor D,2.460
12431,Subsystem C,Sensor J,2.381
12432,Subsystem A,Sensor A,7.697
12433,Subsystem C,Sensor I,9.372
12434,Subsystem B,Sensor G,13.391
12435,Subsystem C,Sensor L,9.036
12436,Subsystem B,Sensor G,12.545
12437,Subsystem C,Sensor K,5.503
12438,Subsystem C,Sensor J,2.003
12439,Subsystem C,Sensor L,10.590
12440,Subsystem C,Sensor K,8.044
12441,Subsystem C,Sensor K,6.620
12442,Subsystem B,Sensor E,9.414
12443,Subsystem C,Sensor K,4.735
12444,Subsystem D,Sensor N,-1.531
12445,Subsystem B,Sensor F,13.941
12446,Subsystem B,Sensor F,14.873
12447,Subsystem B,Sensor H,3.578
12448,Subsystem D,Sensor O,-1.526
12449,Subsystem D,Sensor M,-2.283
12450,Subsystem C,Sensor L,10.065
12451,Subsystem D,Sensor O,-2.682
12452,Subsystem A,Sensor A,8.725
12453,Subsystem A,Sensor C,5.526
12454,Subsystem A,Sensor D,1.749
12455,Subsystem D,Sensor P,-1.217
12456,Subsystem D,Sensor N,-2.314
12457,Subsystem D,Sensor M,-2.180
12458,Subsystem C,Sensor I,9.131
12459,Subsystem C,Sensor L,8.250
12460,Subsystem C,Sensor K,5.962
12461,Subsystem C,Sensor J,1.325
12462,Subsystem A,Sensor D,3.058
12463,Subsystem B,Sensor E,10.994
12464,Subsystem C,Sensor I,8.382
12465,Subsystem A,Sensor B,1.395
12466,Subsystem C,Sensor L,8.604
12467,Subsystem C,Sensor I,9.557
12468,Subsystem D,Sensor N,-1.092
12469,Subsystem D,Sensor N,-1.542
12470,Subsystem B,Sensor G,13.892
12471,Subsystem C,Sensor L,10.497
12472,Subsystem A,Sensor B,1.092
12473,Subsystem C,Sensor J,1.819
12474,Subsystem C,Sensor K,5.812
